Column1	Column2
@GovPritzker	3
@GrahamLKeegan	3
@IanB_67	3
@ItsMrSensible	3
@JKelleyK	3
@JMichaelsonUT	3
@Jake07978384	3
@JamesMilber	3
@Jasmogoth	3
@Jaytee116James	3
@JennaEllisEsq	3
@JessicaBanner13	3
@JimBeam102	3
@JimeeLiberty	3
@JohnnyD_cm	3
@JonathanHannah	3
@Justin00Wilton	3
@Kathmarval	3
@KellyGoodmanPhD	3
@KenCaldeira	3
@KrugersDragon	3
@LaikaAndYuri	3
@Lamprey2020	3
@LayahHeilpern	3
@LazarusDeadMan	3
@LifechoiceN	3
@MaineNoonan	3
@MarioNawfal	3
@MaureenStroud	3
@MaximeBernier	3
@MetPoliceEvents	3
@MichaelSteidel	3
@Michell33650674	3
@MoeZuraJr	3
@Monstercoyliar	3
@MrPropaGanja	3
@NetZeroNicholas	3
@Nissim_Levy	3
@NoBulls55224206	3
@Nockit1	3
@OXHarryH1	3
@OwlUnholy	3
@PauIRob	3
@PearSpheroid	3
@PhuketWord	3
@Pilli1813058601	3
@Pouldeau61	3
@PrickyRicky1	3
@PrisonPlanet	3
@Quoimio	3
@RBReich	3
@RadioColor	3
@RealAceFox1	3
@RealMarkLatham	3
@Revkin	3
@RichDecibels	3
@RickeyH64219156	3
@RoadKillGorilla	3
@RoelofBoer	3
@S51781902	3
@SBeaberry	3
@SenWarren	3
@SethDillon	3
@ShadowDroid616	3
@ShaneJa16905901	3
@ShockTraumaRN	3
@ShroedingerBird	3
@ShroudSciuridae	3
@SkepticalMutant	3
@SkyNews	3
@StevenW44946909	3
@SwipeWright	3
@TXpatriot777USA	3
@TakeThatChem	3
@TakeThatEarth2	3
@Tam_Khan	3
@Tdillon06	3
@Tega_Jada	3
@TheELongWave	3
@TheLeoTerrell	3
@The_Leaver	3
@ThisIsKyleR	3
@ThruNoiz	3
@Thskicksarefire	3
@TiceRichard	3
@Timcast	3
@ToganJoe	3
@Tonimari99	3
@TonyBaduy	3
@TracyMMPohill	3
@Tsunami_64	3
@USCongressFocus	3
@VEtFeMaLE	3
@WendyOrent	3
@Wolf_ofthe_West	3
@ZLabe	3
@ZaleskiLuke	3
@ZeetubesII	3
@ZenTigerNZ	3
@____MindlessX3	3
@abcnews	3
@agw1437	3
@aka_c00lest	3
@ana_viosi	3
@arduatendit	3
@auroramalet	3
@badassack	3
@badibulgator	3
@barryjohnreid21	3
@billmckibben	3
@bombaybadboy	3
@borngeek	3
@brixwe	3
@bucsfan951	3
@business	3
@calvinrobinson	3
@carlos_castillo	3
@caroljsroth	3
@ckazok	3
@clim8resistance	3
@climatlas	3
@d_electropolis	3
@darrengrimes_	3
@dm43046721	3
@doom37455413	3
@doritmi	3
@engineers_feed	3
@ezralevant	3
@fireball_lady	3
@flerfsareidiots	3
@garethkett	3
@garyblack00	3
@globalist13903	3
@globetopia2	3
@grantshapps	3
@guardian	3
@j0urnalistkatie	3
@jarbot15	3
@jeffmori7	3
@jlmjlm77	3
@jtmayes3	3
@jwervin	3
@katiedimartin	3
@kdollsweety	3
@kevinault	3
