Column1	Column2
@FatBarry10	3
@Geoffrey87Lea	3
@GovChristie	3
@HouseGOP	3
@JFN1971	3
@JackPosobiec	3
@JohnBarlowMP	3
@JohnMacfadden_	3
@JoyVBehar	3
@JustinLafray	3
@KWH10281	3
@KenGardner11	3
@Lolo_Atlas_alt	3
@Luvnediting	3
@MarkGerretsen	3
@MarkRPellegrino	3
@MartinSLewis	3
@MeidasTouch	3
@MichaelEMann	3
@MichaelRLowry	3
@Morning_Joe	3
@NOAA	3
@PennyLynn3	3
@PeterDClack	3
@RNCResearch	3
@RonFilipkowski	3
@RossPatience4	3
@RyanMaue	3
@RyanNess16	3
@ScottPresler	3
@SenJohnKennedy	3
@ShannonStubbsMP	3
@ShelKel2	3
@SitRep_CEO2022	3
@SpaceX	3
@StPetePDChief	3
@TWTThisIsNow	3
@TexaninMN	3
@TheInsiderPaper	3
@TheLeoTerrell	3
@TheMarcitect	3
@TheRickWilson	3
@ThewodoStella	3
@TiceRichard	3
@TitusNation	3
@TomSaterCNN	3
@TrumpsNewBoss	3
@UrsulaV	3
@Victorshi2020	3
@WGRZ	3
@WIREDScience	3
@WallStreetSilv	3
@WeiZhangAtmos	3
@WtbGf2147m	3
@ZachCoveyTV	3
@ZelenskyyUa	3
@abcnews	3
@atrupar	3
@bachy247	3
@borenbears	3
@capitalweather	3
@caslernoel	3
@cenkuygur	3
@charliekirk11	3
@christyb247	3
@daverave1954	3
@dracolaxy8	3
@drmistercody	3
@eatsporridge	3
@ejwwest	3
@exxonmobil	3
@feebee510	3
@gooner_ellis	3
@gregzink	3
@hellmart	3
@jrbstorm	3
@jsblokland	3
@kerrymacp1	3
@klwtts	3
@lilvisionofgore	3
@livingwordliter	3
@maggieNYT	3
@mikeseidel	3
@murdamonkk	3
@nationaltrust	3
@nypost	3
@pewtergod	3
@prayziz	3
@realDailyWire	3
@realScottMH	3
@rexglacer	3
@sayitnspinit	3
@smerconish	3
@softaimsuppress	3
@star_crushed	3
@stavridisj	3
@sullydish	3
@tampioruobari	3
@tan123	3
@tcbirkh1	3
@theJagmeetSingh	3
@tomselliott	3
@trussliz	3
@tudsy	3
@turbotechdog	3
@unhealthytruth	3
@willpenrievans	3
@2WaysToPlay	2
@3_gorman	2
@801bermuda	2
@ALaboutSports	2
@AOC	2
@AZTVChick	2
@Airbnb	2
@Akheem_Mes	2
@AliVelshi	2
@AmyNich49809232	2
@AnnaApp91838450	2
@AnnaForFlorida	2
@Annakhait	2
@AnnastaciaMP	2
@ArizonaPaul	2
@AssaadRazzouk	2
@AtlRey	2
@AustralianLabor	2
@B1GTEN01	2
@BBCNews	2
@BBunnyBlair	2
@BarackObama	2
@BenjiSJones	2
@BetoORourke	2
@Betterw05759703	2
@BielskaOlya	2
@BillKarins	2
@BillyBakes724	2
@BiluluCharles	2
@BinxMerle	2
@BjornLomborg	2
