Date,User,Tweet
2022-09-30 17:56:13+00:00,LGriffi54430016,@OccupyDemocrats I think occupy democrats is a disgusting site to try to turn a natural disaster into a political event.  Shows you are just crap.  They haven’t even found all of the bodies yet and your cold and you see this as political fodder.
2022-09-30 17:55:59+00:00,caborose,@GunnyJ There really should be standards... you know the but muh rights people get their panties in a wad and then want to be bailed out when what they have is destroyed by a known natural disaster.   Building codes are really important.
2022-09-30 17:55:46+00:00,Forest_0f_trees,"@TedVerwey @GeraldKutney @JFN1971 First, they lay out multiple claims that try to minimize global warming in the general overview yet have no citations to any outside work.  This level of scholarship wouldnt pass an undergrad class, just for that alone."
2022-09-30 17:55:39+00:00,feesabdul1,"@_1cja @teex902 Oh yea I don't even like talking bout that,  it was so traumatic seeing our home like that all because of natural disaster we lost everything 🤦🏽‍♂️"
2022-09-30 17:55:39+00:00,TeresaAz2022,@DanRather 😂 Years ago it was “Global Warming” before that it was “Global Cooling” and another “Ice Age” coming. Anything to rob Americans of tax $ &amp; redistribute it to politicians &amp; news media.
2022-09-30 17:55:36+00:00,TheBigChairman4,"If global warming gets worse, I will simply eat my girl's ass. I don't care about you niggas tbf."
2022-09-30 17:55:02+00:00,LIyBE33Z4e8p8hY,@janedoe966 I have lived long enough to have the left tell me the world is ending from Global Freezing to Global Warming.  We all should protect the environment but humans have little affect on climate change.
2022-09-30 17:54:07+00:00,RattnerBill,@AmericanAir RSW is closed until 7 October but you are charging $700 per traveler to change to an airport that is open. How is this not profiting from a natural disaster?
2022-09-30 17:54:01+00:00,AndrewCapone70,@mmpadellan All the leftist media outlets wanted to keep asking the meteorologists about global warming and blame it for the cause of the hurricane! These storms have been around long before and will be long after we're here!  Un-fucking-believable these climate terrorists are! 🤫👌🖕🤪🦄😵‍💫
2022-09-30 17:53:56+00:00,gail_holsapple,@FoxNews Shame on her for her reckless remarks on DeSantis at such a tragic natural event. Hurricanes have been with us &amp; will continue. Greening has nothing to do with it or global warming. Bible warns of signs becoming like birth pains; maybe she needs to read it.
2022-09-30 17:53:53+00:00,Rosita80314255,@RockMusician3 @TristanSnell '...we rate the Heritage Foundation Right Biased based on conservative policy positions as well as funding from right-leaning organizations. We also rate them Mixed for factual reporting due to promoting misleading claims regarding global warming...1/2
2022-09-30 17:53:34+00:00,thesleeeeve,@JoeBiden I’m gonna put my Democrat logic hat on: so the only reason Florida is “one team” is because of a natural disaster. Oh got it. Thanks for confirming you’re all about division until that division isn’t profitable for you. 🥔
2022-09-30 17:53:31+00:00,RobertNeilFran1,@Rainmaker1973 - but does this rocket engine use hydrogen as the power source ?   It should do to avoid harmful effects to global warming and climate change!
2022-09-30 17:52:23+00:00,MessiahWoke,@Madisontx76 Don't let World War 3 distract you from the real problem.... global warming!
2022-09-30 17:52:20+00:00,JockoBriarclif1,@MaxGlobalism @charlottemorl13 @LPNational So how does a free market affect Climate Change?  I mean Global Warming.
2022-09-30 17:52:16+00:00,markgundy,"@Madisontx76 I trust Biden will defeat Russia as easily as he has Inflation, High gas prices, Crime, The economy and Global Warming #WinWithBrandon"
2022-09-30 17:51:41+00:00,Stans_Meal,@PGA_JohnDaly I wonder what @jacknicklaus thinks of global warming now...
2022-09-30 17:51:27+00:00,EclecticRadical,"@paulajean2020 @triblioca Why does anyone need to be hateful about a natural disaster at all, is what I don't understand?"
2022-09-30 17:50:29+00:00,GOSEEMICKEYRON,@WGNNews #JackassJoe should apologize to EVERY AMERICAN for politicizing a natural disaster!
2022-09-30 17:50:22+00:00,BlazetheDuck,@LindseyGrahamSC No punitive political withholding of aid from the opposing party during a natural disaster? How refreshing.
2022-09-30 17:49:38+00:00,jonkay,"But here's the thing. Science isn't a buffet. If you come for the ""biology and sexual dimorphism are real"" and ""GPR survey data isn't a mass grave,"" then you're gonna have to grin and bear it when I tell you vaccines are safe (they are) &amp; global warming is real (it is)..."
2022-09-30 17:49:28+00:00,AliciaResnicoff,@RepMTG So you would shut down the government in the middle of the largest natural disaster to hit Florida? With people being airlifted from their homes as we speak. Glad you are in record with that.
2022-09-30 17:49:19+00:00,JamalMiddleton,"Life altering natural disaster ravaging the landscape.
 
Democrats: This Category 4 Hurricane is going to be catastrophic.

Scientists: This Category 4 Hurricane is going to be catastrophic.

GOP: It’s just some wind and rain."
2022-09-30 17:49:01+00:00,NicoleLaRosa923,Please Stop with this global warming BS!!! Do your research. Look at the dates of all the big hurricanes. This is prime time!
2022-09-30 17:48:45+00:00,stylo4444,"@chris4971381 @TMainolfiWESH @tomaskenn @RonDeSantisFL Politicizing a natural disaster, how disgraceful."
2022-09-30 17:48:17+00:00,mannybeff,if you leave your pets behind in a hurricane/natural disaster you can choke
2022-09-30 17:48:13+00:00,dgsalem09,"@MSNBC @MaddowBlog ""The people of FL need aid after a natural disaster.""

Fixed it ya partisan hacks."
2022-09-30 17:47:42+00:00,DrSebastianBarr,"via conversations with others, facilitated support groups, psychotherapy, or even journaling can be an important aspect preserving or restoring emotional wellbeing in the aftermath or ongoing challenges of a life-changing natural disaster."
2022-09-30 17:46:20+00:00,Naro08689546,"Florida State Fire Marshal Jimmy Patronis agreed, telling CNN Ian is shaping up to be the largest natural disaster in state history."
2022-09-30 17:46:15+00:00,CcMyfeelings,"@PrestonPysh @VailshireCap Or she is saying ""since we have fractional reserve banking, if we could bail out the banks, we can print some more to stop global warming""

Buy ONLY #Bitcoin"
2022-09-30 17:45:52+00:00,Southrnbell_Amy,@LeeKnowsSarcasm Not too many people understand this unless you live in natural disaster prone areas.
2022-09-30 17:45:19+00:00,DomaiForeman,@jasonkilanski Why do you keep putting global warming in there. We've already past that man you're wrong.
2022-09-30 17:45:05+00:00,domibarra,@ArtPhilipChudy I think they have to update the document with global warming data.
2022-09-30 17:45:02+00:00,MyInfo75815757,@POTUS Today president Jo Biden great leadership for care for all American people for support rescu respond for natural disaster of hurricane ian for impact on Florida areas of fastest rescue mission to recovery and iffected families survive support to our commitment people of Florida.
2022-09-30 17:44:58+00:00,Art_S1120,MSM claim Hurricane Ian was result of global warming-their narrative to control our lives and do more lockdowns-Look at Europe their screwed cause they listened to this narrative!
2022-09-30 17:44:49+00:00,Gent_Inquirers,@GabiAshton @BiancaVIPVegas And scientists say global warming is a bad thing. I see nothing wrong with global warming when I look at you
2022-09-30 17:44:38+00:00,jasonkilanski,"@DomaiForeman Smart enough to still believe in global cooling, second ice age, global warming, acid rain, depleted rain forests, depleted icebergs, underwater countries, global drought, etc. despite none of them ever happening, after almost a century of predictions.

When is the next one?"
2022-09-30 17:44:30+00:00,funylute,@POTUS you know there is a natural disaster in Florida   Right?
2022-09-30 17:44:18+00:00,PatrickBowman12,@KellzBellzzah No such thing as man made global warming.
2022-09-30 17:43:30+00:00,J1BPLUS,"@WhiteHouse @POTUS Global warming is engendering this.  We've to stop this people.  We've to stand together and conserve mother Earth.  
There's a myriad of scientist out there trying to warn the public but got arrested last time.

@cnni @CNN @washingtonpost @nypost hope everything goes well soon"
2022-09-30 17:43:24+00:00,sylvia257,@betterwphoebe I definitely understand that. I pray for everyone in fl. No one is to be blame here . This is a natural disaster and it’s horrible for everyone who’s going through it.
2022-09-30 17:43:19+00:00,voltcheetah,"@davidhogg111 While that may be true in times of natural disaster, remember that all men recognize you as a beta-male that is a permanent victim and despite you for it."
2022-09-30 17:43:14+00:00,Grace75646541,In 64 years from now the moon will be underwater due to global warming and we will be full of rage. What a diminishing time that will be! What will be next? 🤳🏼🦇🌻🍾
2022-09-30 17:42:08+00:00,kevan_logic,@davidhogg111 You are talking about a natural disaster. Not some riots.
2022-09-30 17:42:01+00:00,JoelGibbs_,"@Independent His actions led to additional stoppage time in which Everton scored and survived relegation, causing far more damage than global warming ever could"
2022-09-30 17:41:04+00:00,AeroShard,"@Timcast On the bright side, Nuclear winter will get the left to shut up about global warming."
2022-09-30 17:40:48+00:00,RealTPaine1,@ttvbockser @mitsukifrfr Natural disaster relief is a bit different than “Wah I can’t figure out life and want free stuff all the time”
2022-09-30 17:40:43+00:00,macktrump8,"@kingojungle @VeBo1991 This is from Red Cross, harvesting organs from natural disaster victims in small countries."
2022-09-30 17:40:08+00:00,uponourpact,"We can always rebuild after 
We get hit by a natural disaster"
2022-09-30 17:39:47+00:00,AdamInIowaCity,@JackPosobiec Of course.  Or just a decent human trying to save another human from a natural disaster.  Go pop your testosterone pills.
2022-09-30 17:39:42+00:00,abdavison,"@GhostPanther Wrong!  Chevron, Exxon, Shell, et al are  not responsible for global warming.  Gasoline, diesel and jet fuel, bunker and  butane are perfectly innocuous until someone burns them.  It's the  consumers who are the problem."
2022-09-30 17:39:31+00:00,SyrenSongs,@lesleyabravanel You're complaining because volunteers are out helping people rather than manning phones? You're complaining because phone/cable internet service is spotty in natural disaster area? You're complaining that funds specifically allocated for one thing aren't diverted to another? 🙄🤔
2022-09-30 17:38:30+00:00,jasonkilanski,"@DomaiForeman When did the global cooling, global warming, acid rain, depleted icebergs or rain forests, countries under water, global deserts, etc happen?

We must have missed them."
2022-09-30 17:38:26+00:00,blaine63,@RepBoebert So you’re on board with global warming..finally!
2022-09-30 17:36:59+00:00,Joe86938115,"@FoxNews Well, Joy Reid one of the great minds of our day.   It would be any governor's job in any state to ask for federal assistance during time of a natural disaster.   Dems, you know gonna know down DeSantis, so just stop.  you got a noodle in the white house, worry about that."
2022-09-30 17:36:34+00:00,ScooMansell,"@RepBoebert 🤔 just turn your hard hose on! Oh wait, maybe it’s bigger than just drought. I think it’s a global thing… global warming perhaps? 🖕🏻"
2022-09-30 17:36:30+00:00,shannonsinsc,@TruthHammer15 Global Warming at your front door.
2022-09-30 17:35:48+00:00,_queenbitc,@DonaldJTrumpJr How about we ask why @GovRonDeSantis is using millions of federal relief funds he was already given to kidnap &amp; traffic documented immigrants from ANOTHER STATE a week before he knew his state was going to experience a natural disaster instead?
2022-09-30 17:35:41+00:00,Jonathanfishes,@ananavarro @POTUS For doing his dam job? Lord I'd hope he'd stop eating ice cream long enough when we have a natural disaster. Jesus christ you'd thank him for wiping his ass in the morning wouldn't you
2022-09-30 17:35:10+00:00,the_demonof,"@EyesOnGovernmnt @jits_jr @POTUS I mean, theres no evidence to global warming/cooling climate change affecting the strength of hurricanes.  You know what has changed?  The number of people moving to a state that is sticking into the ocean."
2022-09-30 17:35:06+00:00,The10thR,"@FoxNews Of course a ""natural disaster"" is political... good job fake news.."
2022-09-30 17:34:58+00:00,LindzMorgz_,when I was younger I would obsessively watch natural disaster shows on the Weather Channel and now that I’m older I get physically ill seeing the devastation these victims face 😖
2022-09-30 17:34:44+00:00,Dsgrntldgt,@bubbaprog @jessespector @RaySanti I'd argue Crichton's most major blunder was writing a novel about how global warming is actually fake and being promoted by a global conspiracy.
2022-09-30 17:34:23+00:00,AnthonyBourque4,@lesleyabravanel @tracytrace1225 You are one of those pathetic libs who will politicize a natural disaster.
2022-09-30 17:33:20+00:00,NewsViews_,"@marcorubio @USCG ""Shoshilism"" isn't so bad afterall when your state has been devastated by a natural disaster, is it Lil' Marco?  Next, maybe you will get that climate change is for real and actually do something about it instead of kiss the culos of gross polluters. #CravenMarcoRubio"
2022-09-30 17:32:53+00:00,TomPett73113539,@rockeye56 @cspanwj Nothing to do with “global warming” stop using weather to expand Govt
2022-09-30 17:32:52+00:00,gamersIave,@SouljaBoymoder global warming
2022-09-30 17:32:04+00:00,PrinceJames864,@robreiner You do realize there are people dying right now during a Natural Disaster right? You have nothing to say about that? But you still have time to obsess with Politics &amp; Trump. I'm losing respect for you by the day my friend. Show some class. Least while people are dying!
2022-09-30 17:32:01+00:00,knifesaints,cus why are you trying to take advantage relief destined towards victims of a natural disaster. a cell and a hot pit in hell await you inshallah.
2022-09-30 17:31:53+00:00,Westerbergil,"@LaWwfc @KingArPharazon @KatyMontgomerie The theory of relativity as a grand unified theory, lobotomy as medical treatment, thalidomide as a pain killer for pregnant women, global warming was a fringe theory just decades ago - scientific consensus has changed many times through history."
2022-09-30 17:31:43+00:00,sithyeo,Committing fraud against of bunch of ppl who just lost everything in a natural disaster not only do y’all need to go to prison but y’all need to go to fucking hell when you d1€
2022-09-30 17:31:19+00:00,RamonaStarr9,"@seanhannity What was shocking is Your Guests that said they have grown up with Hurricanes &amp; this has NOTHING to do with GLOBAL WARMING. This all said prior to Ian Hitting. Obviously, something is different about this Devastation!  Could it be GLOBAL WARMING??   Ya think??"
2022-09-30 17:31:07+00:00,ResidentFlying,"Guest complaining about something stupid: “this trip has been a disaster”
Me: “oh like a natural disaster?”"
2022-09-30 17:30:20+00:00,n3cr0phili4c,@davidhogg111 I’d rather my tax money go to rebuilding a state hit by a natural disaster than going towards Ukraine
2022-09-30 17:30:18+00:00,Kathywithak28,"@DamarisMone @MesoMax919 Seriously, tragedy strikes from a natural disaster and you want to what?"
2022-09-30 17:30:15+00:00,Darreen79737431,@BBCBreaking imagine it's raining in autumn.. where is global warming
2022-09-30 17:29:35+00:00,ArisLavranos,"@ambermac ...she's correct to question the efficacy and impact of a ridiculous policy in the face of a natural disaster, one that arguably worsened the impact of that disaster on the people harmed by it."
2022-09-30 17:29:27+00:00,bitchin_brisa,if this hurricane gets any worse I’m buying a gun stg ! not for protection. I’m just not gonna die by a natural disaster I’ll take myself out before I let that shit happen to me fr
2022-09-30 17:29:25+00:00,jzinn5611,"@Acyn So... in the middle of the largest natural disaster to hit Florida in 30 years.

While the same storm is about to hit South Carolina.
Republicans decided today was a good day to defund America.

People stop voting Republican!!!.Stupid and mean is not the way to run a country!!!"
2022-09-30 17:29:13+00:00,2012gaily,@accountingetc Nuclear is bad! Worse than Co2 I'd say! A nuclear winter would sort out global warming! But if were dead were not spoiling the environment are we? So in that respec it's good🤷‍♀️
2022-09-30 17:28:45+00:00,wackywizzjm,@OccupyDemocrats Typical DEMwits never let a natural disaster go by and making it political 🤡🤡🤡🖕🏼🖕🏼🖕🏼
2022-09-30 17:28:41+00:00,WojunkShitposts,"@6ixbuzztv Wait.

Hold on.

So I have to pay more for the same stuff I had 10 years ago and the reason I have to do this is my own country is kneecapping itself and won't hold China and India accountable when it comes to global warming...

Yeah, I think not"
2022-09-30 17:28:04+00:00,ECOTerminator,"Sup. If each one of us does our bit, we will be helping to keep global warming from harming our countries. You make me sick"
2022-09-30 17:27:48+00:00,MarkACampbell12,"@AntiRacism4Eva Hey Florida people, please explain how Ron spent 12 million for 2 planes ? It’s crazy that no one asks. Bad math like that means you can’t handle a natural disaster."
2022-09-30 17:27:16+00:00,rjbennett,@joshgondelman @OliviaMesser It's amazing how one of the richest men in the world is still so insanely desperate to be the center of attention at all times that he's got to insert himself into a natural disaster in the most ridiculous way possible.
2022-09-30 17:27:11+00:00,MagesterialMes1,"@OANN 12 billion to Ukraine, 1 Billion for Natural disaster. Smh"
2022-09-30 17:27:03+00:00,ocschwar,@cxalgo @GretaThunberg Scientists were writing about global warming before Gore was even born.
2022-09-30 17:26:35+00:00,rufus_mcclure,"@WarrenJDickey28 @Tadezbah @LakotaMan1 So you're saying the mechanism behind global warming creates more intense hurricanes, but somehow doesn't create MORE hurricanes, nor does it extend hurricane season.

Ok."
2022-09-30 17:26:13+00:00,shannonsinsc,Ron DeSantis needs to take a Long Look at what Global Warming just did to his State.
2022-09-30 17:26:00+00:00,__LOGAN_______,"If Britain was invaded, or a natural disaster occurred, or suffered some terrible event….I wonder how many, if any, other countries would come to OUR aid?

Pushing billions into OUR country?"
2022-09-30 17:25:37+00:00,OyatokunG,"@DanielRegha Is like this like that and this you know put your money where your mouth is 
You are chaos a natural disaster.
A contradicting specie you don't know your left from your right how do u sleep at night after all this your childish nonsense you are a shame."
2022-09-30 17:25:35+00:00,phantomalley,@nomorebananana anytime there's some sort of natural disaster I'm always pooping
2022-09-30 17:25:33+00:00,sashaperigo,"@jnsq And anti-fossil fuel activists are spot on that calling the crisis “global warming” is unhelpful, because it turns into a debate over what places are hot versus cold, ignoring the many other disasters that are related issues. (2/3)"
2022-09-30 17:25:20+00:00,jasonkilanski,"@DomaiForeman @CommonSenseASAP @ClimateHuman @kennardmatt The reality is almost a century of climate predictions, and zero have come true. No global cooling, global warming, acid rain, depleted icebergs or rain forests, zero countries under water, etc.

That doesn't stop religious from continuing with their false prophecies, does it?"
2022-09-30 17:25:14+00:00,trumpquotesbot,"I have never seen a man – we need global warming! I’ve said if Ivanka weren’t my women on your wife! I mean, I’d look at"
2022-09-30 17:25:04+00:00,steveagiode,"@ChifeDr CNN becomes unwatchable when there is an American human or natural disaster, u must emphatize with the victims of the disaster every step of d way, yet some call it fake news. What does one call our official and unofficial TV stations who say nothing of our own disasters??"
2022-09-30 17:24:39+00:00,rushfreewill01,"@KevinGromley @AmoneyResists You clown.  Name a Gov that hasn't gone on national television around a natural disaster. This is what you do as Gov.  Know why? Because it brings attention, help, donations, etc."
2022-09-30 17:24:24+00:00,CatbearMoggy,"What's up,yall! Playing Breath of the Wild is a essential event of lockdown life in order to get through level 4 lockdown, My owner once told me a story:  Sam, who is a nurse, he  took care of global warming, and he  took care of global warming"
2022-09-30 17:23:52+00:00,sashaperigo,"@jnsq Yeah, I totally glossed over the details here. I actually don’t think there was a consensus around any term to use for the climate crisis before Luntz got involved.

“Global warming” isn’t great either. As we know, the issue isn’t just warming. (1/3)"
2022-09-30 17:23:36+00:00,GeneChurch1776,"@cry_a_river_4me @GovRonDeSantis Trump was correct. California has failed in its forest management, and manmade global warming is not the problem. Hurricanes are no more likely today than they were 50 years ago. But don’t let truth get in your way."
2022-09-30 17:23:22+00:00,Anthony68028803,"@SenJohnKennedy Listen up John, President Biden is way ahead of your efforts. He has activated the full power of every  federal agency to assist Florida's people in their hour of needing. This crisis is not about bandaids its about total rebuilding. You go back to ignoring  global warming."
2022-09-30 17:23:19+00:00,cal_sue02,"If you’re ordering delivery in a natural disaster, you better be FAT tipping"
2022-09-30 17:23:18+00:00,RonVogeler,@FoxNews MSNBC stating that hurricane Ian is a result of global warming after a meteorologist stated several times it wasn't is disinformation.
2022-09-30 17:22:58+00:00,macseas,@zerohedge @GTCost Maybe we should cut to the chase &amp; have all the nuclear powers ignite their arsenals.They don’t even have to fire them at each other-so at least we won’t increase cO2 levels because of rocket fuel &amp; will solve the problem of global warming as we all die in a nuclear winter.
2022-09-30 17:21:57+00:00,Amy_3076,"@Damo__73_ @SaeWott @nogulagsagain I agree about reducing pollution absolutely but for years I have heard climate scientist against climate scientist. 1st is arguing that its global warming &amp; the other saying we are heading for another ice age. Our winters seem to get longer every year. 
So who should we believe?"
2022-09-30 17:21:44+00:00,TonyCorrero,"@ProjectLincoln @stuartpstevens ""DeSantis pipes down as Florida's hurricane problems ratchet up

by Ja'han Jones

What does it take for Florida Gov. Ron DeSantis to put a temporary stop to his political terrorism? A natural disaster, apparently."""
2022-09-30 17:21:40+00:00,flowergirl525,"@FoxNews A natural disaster has nothing to do with politics.   As leaders of a state and country, they do what they are supposed to do and work together.  She's a dog turd."
2022-09-30 17:21:39+00:00,TonyCorrero,"@ruthbenghiat ""DeSantis pipes down as Florida's hurricane problems ratchet up

by Ja'han Jones

What does it take for Florida Gov. Ron DeSantis to put a temporary stop to his political terrorism? A natural disaster, apparently."""
2022-09-30 17:21:32+00:00,TonyCorrero,"@LibsInAmerica ""DeSantis pipes down as Florida's hurricane problems ratchet up

by Ja'han Jones

What does it take for Florida Gov. Ron DeSantis to put a temporary stop to his political terrorism? A natural disaster, apparently."""
2022-09-30 17:21:32+00:00,realcyberforce1,"@vixozas @centerisright1 @benshapiro Yes, global warming is the retention of heat, resulting in higher than natural temperatures, among other things. Caused by ""greenhouse gasses"" and solar activity."
2022-09-30 17:21:15+00:00,sandyIRL,@xethorn @ClaudiaJNg The tick population is exploding with global warming. Makes camping way less fun.
2022-09-30 17:21:08+00:00,bestblkbuddy,"@hereandnow it's nasty and gross is that not even a full day after a natural disaster, there's speculative conversation about the Gov.and the Pres. not working together when so far there has been full cooperation on both sides..."
2022-09-30 17:20:38+00:00,KingGuy04,"@FightLeft @wottle @BonaireVolt @elonmusk Like Natural Gas burns ""clean"" in the sense that you won't get carbon monoxide poisoning (that's why gas stoves exist), but all the invisible CO2 and potential methane from leaks is what contributes to global warming."
2022-09-30 17:20:19+00:00,Liberallogic5,"@itsJeffTiedrich Gaffes is that a new word for dementia?

If they told you that drinking turpentine would cure global warming you would drink it!"
2022-09-30 17:19:44+00:00,spiny_norman,"@Zaplady5 @psychforensic As opposed to Joy's ""ten year old"" science beliefs?

It requires an incredibly childish intellect to believe hurricanes are caused by ""man-made global warming""."
2022-09-30 17:19:36+00:00,wookie_is,@CNN So there IS a reason why weathermen stand in the middle of natural disasters on tv to show people there is a natural disaster? They are covert rescue rangers.
2022-09-30 17:18:21+00:00,NovaTheArtist97,Fucking suck and global warming is a big reason why hurricanes have been going wild and getting worse. Will not debate this with anyone. With that said stay safe to those that are getting Hurricane Ian and stay hydrated have non perishable good and so on. 3/3
2022-09-30 17:18:17+00:00,kazbrapk,anyway if you ever blame the victims of a natural disaster for not evacuating or whatever you can die for real im so serious
2022-09-30 17:17:50+00:00,object0riented,global warming vs my love life fr
2022-09-30 17:17:42+00:00,Dotdogz,@betsy_olsavsky @MSNBC @MaddowBlog They were pre-positioned before Ian hit. You can count on Democratic administrations to assist irrespective of what state is experiencing a natural disaster.
2022-09-30 17:17:38+00:00,LadySnake56,"@richienewport1 @GeorgeTakei Once you become a Donny minion, you’re always a Donny minion! (Example: candidate for governor of PA says Global warming is FAKE SCIENCE)"
2022-09-30 17:17:30+00:00,_eday,"@RamChar42765519 @JunkScience The nature of climate is change. In the 70’s, the fear mongering was about global cooling &amp;  by the 90’s it was about global warming - Al Gore claimed Manhattan would be under water by 2020. Now they say ‘Climate Change’ cause the others didn’t work. They want to destroy the West"
2022-09-30 17:17:17+00:00,Peakcunyfiction,The frotting is unreal how can a natural disaster do that
2022-09-30 17:16:25+00:00,vegandlish,"@ClimateHuman Also, people who want to fight climate change but still eat meat, dairy, and eggs are “climate hypocrites.” Animal agriculture is a top contributor to global warming — more than all the world’s transportation."
2022-09-30 17:15:15+00:00,DibowLuca,"@cntraveller Well that’s the future! Well except for the global warming and destruction of earth theory. 

Otherwise, our ancestors took a 3 month cruise from Italy to US, 25 years later, my grand father was taking an 8 hour flight. 

Now, we just need upgrade the plane to shorten the time."
2022-09-30 17:15:05+00:00,TomClar95528929,So some dems are already blaming Ian on the global warming hoax. Its just a matter of time before they blame it on Trump too. Problem is some idiots will believe it and push the narrative.
2022-09-30 17:15:04+00:00,Roesga30,"@bill_cullinane @Mike94403869 @EverettStern1 So what do you suggest the gov does with the tax money it collects? Keep it? Pay politicians? Or ALSO support socialist program such as ROADS, POLICE, FIREFIGHTERS, AID TO STATES IN NATURAL DISASTER 😱 😂"
2022-09-30 17:12:43+00:00,Kyonewlov,"- dgn si vessel artinya it is fine? Apa itu hal yg wajar di Heian Era or her belief only? N the only incarnated player she must kill at all cost is Sukuna only bcs his revival will be natural disaster.
Hana n Megumi, apa mereka somehow relate in the past? I mean their ancestor? -"
2022-09-30 17:12:32+00:00,Injiggerwolfia,"@IainLJBrown Yeah, 

I will love to see AI fully implementation to bring Green back to Earth.....as Humans aren't reliable to restore life back to Earth.

Trained to implementing aforestation 

Trained to implementing clean air

Trained to viably disrupt the current global warming ecosystems"
2022-09-30 17:11:58+00:00,bkshurtz,@RonFilipkowski Voting to shutdown the government right after a natural disaster seems on point for republicans.
2022-09-30 17:11:58+00:00,kirk_bowman,"As with every economic or natural disaster, we spend years privatizing the profits then suddenly socialize all the losses.

#hurricaineIan"
2022-09-30 17:11:47+00:00,AlisonEgan,"@JERRANDALL1 No you won’t
Global warming"
2022-09-30 17:11:28+00:00,ModernFooty,@nyjets @CityServeHQ Ukraine??? While millions in Florida are affected by a natural disaster with thousands losing their homes and livelihoods. Fuckin joke
2022-09-30 17:11:13+00:00,falgout_chase,@JOSHWRL He playing Roblox natural disaster survival
2022-09-30 17:10:59+00:00,NGossett3rd,"@bennyjohnson Biggest increase is see is number of Global Warming Alarmist buying/delevloping Ocean Front property in regions plagued by the so call, ""effects of man made Climate Change""."
2022-09-30 17:10:57+00:00,Linlawrn,Hey Snowflakes … you can’t control a natural disaster ! Wake up
2022-09-30 17:10:53+00:00,ocschwar,"@cxalgo @GretaThunberg If Roger Revelle was the scammer, that means all his predecessors are in the clear. Ergo global warming is still a problem. And the Keeling Curve is an empirical observation that nobody questions. So.. who is the scammer?"
2022-09-30 17:10:35+00:00,reeserh2,@itsbethbooker People who believe the paid for opinion of climate change proponents( AKA Global Warming proponents) do not study or know history. If they did they would know that the weather of hurricanes fit a particular pattern due to axis positions. Climate change is propaganda.
2022-09-30 17:10:14+00:00,trumpquotesbot,"I’d say ‘Rosie, you’re fired.’ All of the thugs who happen to myself right now, we need global warming! I’ve said if Hillary"
2022-09-30 17:09:52+00:00,dfsamateur1,@EdWoodsie @GovRonDeSantis Umm needing help after a natural disaster is not the same as socialism
2022-09-30 17:09:39+00:00,justexcel,"@esaagar If there's a bright side to all of this, it's that nuclear winter will finally fix the global warming problem the left says is going to destroy the planet. That should be very exciting news for them. The rest of us? If we're still here? Not so much."
2022-09-30 17:09:17+00:00,MemMask,"@JuerdT 1/2 
""....2015, Bill Gates made a statement in a Ted lecture, 'the world population need to be reduced by 15%', that is a billion people, because of global warming. That same sociopath, last year, in 2020, made the following statement, '7 billion people need to get vaccinated'."
2022-09-30 17:08:55+00:00,NSHS69941320,"@MissyInWI @PixiePi13720126 @901Lulu Of course it happens in other places other than the US. We help each other in many difficult situations, not only after a natural disaster."
2022-09-30 17:08:51+00:00,whatifcatsare,@DjLinkster68 @drmammal @VoteBluActGreen @betterwphoebe Well when politics affect the outcome of a natural disaster its time to talk about it. Would things have been better if DeSantis wasn't in office? Would more people have evacuated? Maybe less would have? Either way it wasn't optimal and needs talking about.
2022-09-30 17:08:45+00:00,MS_Qu33n,"@davidhogg111 No, we hate Federal government OVERREACH. THIS IS NOT THE TIME FOR THIS. This is a natural disaster and people DIED!"
2022-09-30 17:08:32+00:00,WalterJB16,@tribelaw Funny how you just don't see as many people claiming that climate change &amp; global warming is a myth.
2022-09-30 17:08:21+00:00,ECOTerminator,"Greetings useless creatures. Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. Being stupid should be a crime"
2022-09-30 17:07:35+00:00,NYJ_Frankie,"@TdotPhinfan @SpodaddyJr @D_Herg23 I agree with you Darrin! As an independent party here (Jets fan) I have only seen whining and excuses from Bills fans. Global warming, cheating, “practice squad”, ball grabbing, just to name a few."
2022-09-30 17:07:12+00:00,edhead1970,@DanRather Oh now it is? Years ago it was global warming. Then they switched to ozone. Then we moved to acid rain. Now we’re at climate change..which by the way happens naturally. What a cult you libs belong too
2022-09-30 17:07:01+00:00,valentine_orion,@SK_FatumArt Global warming is very real maybe its still hot for them
2022-09-30 17:06:45+00:00,_manny_23,"@nytimes Those who are ardent supporters  of stopping global warming should seriously consider not eating meat…because of the immense carbon footprint to feed and raise your meal

I don’t believe in climate change, so I eat whatever without worrying"
2022-09-30 17:06:31+00:00,Kathlee46258722,"Every time a Democrat speaks, they contaminate the earth with their money, money verbiage…we want to spend, spend,spend on “global warming “ and if you don’t believe us..we are coming for you! We, the Democrats will rule the USA forever and you will be in poverty in perpetuity!"
2022-09-30 17:06:11+00:00,GallegorJerry,@DonaldJTrumpJr Jr. why don’t you ask daddy to donate the money he got from people on his big lie? And he doesn’t believe in Global warming. The world is going to change for the worst. And storms are going to get bigger.
2022-09-30 17:06:08+00:00,Cat60297758,@nytimes Can we really ignore global warming?
2022-09-30 17:06:07+00:00,dalesquires131,@janedoe966 climate changes daily! man made global warming is a hoax! money laundering scam HOD will destroy this earth! man is arrogant to think we can do it!
